id_student,code_module,code_presentation,final_result,total_clicks,median_score,late_submission_pct,flag_engagement,flag_score,flag_late,risk_score,risk_category
307866,AAA,2013J,Pass,189.0,60.0,25.0,0,0,0,0,Low Risk
311917,AAA,2013J,Pass,154.0,61.0,20.0,0,0,0,0,Low Risk
312537,AAA,2013J,Distinction,1427.0,88.0,0.0,0,0,0,0,Low Risk
312782,AAA,2013J,Pass,28.0,56.0,0.0,1,0,0,1,Medium Risk
318933,AAA,2013J,Pass,155.0,68.0,0.0,0,0,0,0,Low Risk
319047,AAA,2013J,Pass,722.0,79.0,20.0,0,0,0,0,Low Risk
321942,AAA,2013J,Pass,1012.0,80.0,0.0,0,0,0,0,Low Risk
324002,AAA,2013J,Pass,241.0,83.0,0.0,0,0,0,0,Low Risk
324084,AAA,2013J,Pass,202.0,58.0,20.0,0,0,0,0,Low Risk
324282,AAA,2013J,Pass,19.0,64.0,0.0,1,0,0,1,Medium Risk
331358,AAA,2013J,Withdrawn,165.0,84.0,0.0,0,0,0,0,Low Risk
332789,AAA,2013J,Pass,136.0,76.0,0.0,0,0,0,0,Low Risk
333059,AAA,2013J,Pass,50.0,72.0,0.0,1,0,0,1,Medium Risk
333323,AAA,2013J,Pass,79.0,75.0,0.0,0,0,0,0,Low Risk
334259,AAA,2013J,Fail,39.0,53.0,50.0,1,1,1,3,Critical Risk
334333,AAA,2013J,Withdrawn,27.0,36.0,0.0,1,1,0,2,High Risk
335764,AAA,2013J,Withdrawn,282.0,86.0,33.3,0,0,1,1,Medium Risk
336207,AAA,2013J,Pass,109.0,67.0,0.0,0,0,0,0,Low Risk
339972,AAA,2013J,Pass,22.0,48.0,20.0,1,1,0,2,High Risk
341872,AAA,2013J,Fail,19.0,64.0,60.0,1,0,1,2,High Risk
342007,AAA,2013J,Withdrawn,71.0,75.0,100.0,1,0,1,2,High Risk
342514,AAA,2013J,Pass,171.0,79.0,0.0,0,0,0,0,Low Risk
342972,AAA,2013J,Pass,66.0,57.0,20.0,1,0,0,1,Medium Risk
343446,AAA,2013J,Pass,357.0,77.0,40.0,0,0,1,1,Medium Risk
344282,AAA,2013J,Fail,13.0,47.0,0.0,1,1,0,2,High Risk
345068,AAA,2013J,Pass,61.0,80.0,40.0,1,0,1,2,High Risk
345357,AAA,2013J,Distinction,200.0,81.0,0.0,0,0,0,0,Low Risk
346025,AAA,2013J,Pass,53.0,85.0,0.0,1,0,0,1,Medium Risk
346843,AAA,2013J,Fail,2.0,,,1,1,1,3,Critical Risk
350188,AAA,2013J,Pass,72.0,75.0,0.0,1,0,0,1,Medium Risk
354858,AAA,2013J,Withdrawn,21.0,,,1,1,1,3,Critical Risk
357668,AAA,2013J,Fail,24.0,59.0,0.0,1,0,0,1,Medium Risk
364177,AAA,2013J,Fail,67.0,68.5,0.0,1,0,0,1,Medium Risk
365244,AAA,2013J,Pass,82.0,56.0,0.0,0,0,0,0,Low Risk
365642,AAA,2013J,Pass,180.0,70.0,0.0,0,0,0,0,Low Risk
366483,AAA,2013J,Pass,189.0,82.0,0.0,0,0,0,0,Low Risk
368194,AAA,2013J,Pass,46.0,50.0,40.0,1,1,1,3,Critical Risk
368824,AAA,2013J,Fail,28.0,61.0,0.0,1,0,0,1,Medium Risk
368963,AAA,2013J,Pass,114.0,68.0,20.0,0,0,0,0,Low Risk
376439,AAA,2013J,Distinction,239.0,89.0,20.0,0,0,0,0,Low Risk
376581,AAA,2013J,Pass,176.0,68.0,40.0,0,0,1,1,Medium Risk
380953,AAA,2013J,Pass,111.0,68.0,0.0,0,0,0,0,Low Risk
383254,AAA,2013J,Pass,73.0,74.0,20.0,1,0,0,1,Medium Risk
386924,AAA,2013J,Pass,20.0,65.0,40.0,1,0,1,2,High Risk
386952,AAA,2013J,Pass,73.0,67.0,40.0,1,0,1,2,High Risk
388722,AAA,2013J,Pass,65.0,65.0,40.0,1,0,1,2,High Risk
388885,AAA,2013J,Pass,111.0,59.0,0.0,0,0,0,0,Low Risk
390890,AAA,2013J,Withdrawn,20.0,75.0,66.7,1,0,1,2,High Risk
392756,AAA,2013J,Fail,29.0,53.0,0.0,1,1,0,2,High Risk
392931,AAA,2013J,Pass,330.0,67.0,60.0,0,0,1,1,Medium Risk
393207,AAA,2013J,Pass,49.0,74.0,0.0,1,0,0,1,Medium Risk
396872,AAA,2013J,Pass,70.0,62.0,40.0,1,0,1,2,High Risk
398552,AAA,2013J,Fail,174.0,47.0,0.0,0,1,0,1,Medium Risk
401869,AAA,2013J,Pass,92.0,65.0,40.0,0,0,1,1,Medium Risk
402470,AAA,2013J,Pass,77.0,74.0,0.0,0,0,0,0,Low Risk
404804,AAA,2013J,Pass,34.0,45.0,0.0,1,1,0,2,High Risk
405088,AAA,2013J,Pass,104.0,72.0,20.0,0,0,0,0,Low Risk
405961,AAA,2013J,Withdrawn,0.0,,,1,1,1,3,Critical Risk
414117,AAA,2013J,Pass,88.0,77.0,40.0,0,0,1,1,Medium Risk
415969,AAA,2013J,Withdrawn,161.0,60.0,100.0,0,0,1,1,Medium Risk
420087,AAA,2013J,Fail,63.0,76.0,100.0,1,0,1,2,High Risk
429958,AAA,2013J,Pass,45.0,59.0,0.0,1,0,0,1,Medium Risk
441018,AAA,2013J,Pass,86.0,60.0,0.0,0,0,0,0,Low Risk
441888,AAA,2013J,Pass,55.0,70.0,20.0,1,0,0,1,Medium Risk
442442,AAA,2013J,Withdrawn,77.0,40.5,0.0,0,1,0,1,Medium Risk
444677,AAA,2013J,Distinction,85.0,89.0,0.0,0,0,0,0,Low Risk
470588,AAA,2013J,Withdrawn,22.0,86.0,0.0,1,0,0,1,Medium Risk
489455,AAA,2013J,Pass,263.0,69.0,0.0,0,0,0,0,Low Risk
494424,AAA,2013J,Fail,8.0,,,1,1,1,3,Critical Risk
495284,AAA,2013J,Pass,110.0,68.0,20.0,0,0,0,0,Low Risk
498857,AAA,2013J,Pass,99.0,73.0,0.0,0,0,0,0,Low Risk
508818,AAA,2013J,Pass,115.0,73.0,0.0,0,0,0,0,Low Risk
512460,AAA,2013J,Pass,79.0,75.0,20.0,0,0,0,0,Low Risk
544103,AAA,2013J,Pass,264.0,81.0,0.0,0,0,0,0,Low Risk
550383,AAA,2013J,Pass,84.0,77.0,20.0,0,0,0,0,Low Risk
564450,AAA,2013J,Fail,28.0,63.0,0.0,1,0,0,1,Medium Risk
568601,AAA,2013J,Withdrawn,98.0,81.5,50.0,0,0,1,1,Medium Risk
572652,AAA,2013J,Pass,69.0,73.0,20.0,1,0,0,1,Medium Risk
580389,AAA,2013J,Pass,124.0,72.0,20.0,0,0,0,0,Low Risk
581129,AAA,2013J,Fail,28.0,40.0,0.0,1,1,0,2,High Risk
588775,AAA,2013J,Pass,813.0,81.0,0.0,0,0,0,0,Low Risk
591774,AAA,2013J,Pass,34.0,78.0,0.0,1,0,0,1,Medium Risk
603861,AAA,2013J,Withdrawn,111.0,61.0,60.0,0,0,1,1,Medium Risk
606143,AAA,2013J,Fail,35.0,66.0,0.0,1,0,0,1,Medium Risk
704156,AAA,2013J,Pass,279.0,68.0,20.0,0,0,0,0,Low Risk
705379,AAA,2013J,Distinction,559.0,81.0,20.0,0,0,0,0,Low Risk
721259,AAA,2013J,Withdrawn,108.0,,,0,1,1,2,High Risk
749412,AAA,2013J,Pass,357.0,73.0,0.0,0,0,0,0,Low Risk
760729,AAA,2013J,Distinction,854.0,81.0,0.0,0,0,0,0,Low Risk
905042,AAA,2013J,Pass,286.0,80.0,20.0,0,0,0,0,Low Risk
949618,AAA,2013J,Pass,171.0,63.0,0.0,0,0,0,0,Low Risk
958987,AAA,2013J,Pass,127.0,78.0,20.0,0,0,0,0,Low Risk
968578,AAA,2013J,Pass,116.0,73.0,60.0,0,0,1,1,Medium Risk
969076,AAA,2013J,Withdrawn,156.0,60.5,0.0,0,0,0,0,Low Risk
971027,AAA,2013J,Pass,237.0,68.0,0.0,0,0,0,0,Low Risk
978739,AAA,2013J,Pass,564.0,58.0,20.0,0,0,0,0,Low Risk
1035023,AAA,2013J,Pass,175.0,72.0,0.0,0,0,0,0,Low Risk
1105478,AAA,2013J,Pass,213.0,82.0,40.0,0,0,1,1,Medium Risk
1352868,AAA,2013J,Withdrawn,41.0,65.5,50.0,1,0,1,2,High Risk
1401935,AAA,2013J,Fail,12.0,35.0,100.0,1,1,1,3,Critical Risk
1402638,AAA,2013J,Pass,83.0,76.0,100.0,0,0,1,1,Medium Risk
1414443,AAA,2013J,Fail,187.0,59.0,100.0,0,0,1,1,Medium Risk
1456619,AAA,2013J,Withdrawn,40.0,,,1,1,1,3,Critical Risk
1465690,AAA,2013J,Pass,285.0,85.0,0.0,0,0,0,0,Low Risk
1472925,AAA,2013J,Fail,114.0,62.0,40.0,0,0,1,1,Medium Risk
1488959,AAA,2013J,Pass,322.0,64.0,80.0,0,0,1,1,Medium Risk
1518989,AAA,2013J,Pass,501.0,70.0,20.0,0,0,0,0,Low Risk
1618738,AAA,2013J,Pass,58.0,83.0,0.0,1,0,0,1,Medium Risk
1620151,AAA,2013J,Fail,94.0,77.5,50.0,0,0,1,1,Medium Risk
1626710,AAA,2013J,Distinction,576.0,85.0,0.0,0,0,0,0,Low Risk
1640609,AAA,2013J,Pass,486.0,85.0,0.0,0,0,0,0,Low Risk
1686521,AAA,2013J,Withdrawn,55.0,68.0,0.0,1,0,0,1,Medium Risk
1729319,AAA,2013J,Pass,275.0,78.0,0.0,0,0,0,0,Low Risk
1746134,AAA,2013J,Pass,160.0,83.0,0.0,0,0,0,0,Low Risk
1758449,AAA,2013J,Withdrawn,254.0,61.0,0.0,0,0,0,0,Low Risk
1763015,AAA,2013J,Withdrawn,46.0,,,1,1,1,3,Critical Risk
1765788,AAA,2013J,Pass,665.0,67.0,60.0,0,0,1,1,Medium Risk
1801229,AAA,2013J,Pass,218.0,78.0,40.0,0,0,1,1,Medium Risk
1801641,AAA,2013J,Pass,29.0,76.0,0.0,1,0,0,1,Medium Risk
1847830,AAA,2013J,Pass,575.0,73.0,0.0,0,0,0,0,Low Risk
1860318,AAA,2013J,Pass,553.0,62.0,0.0,0,0,0,0,Low Risk
1889511,AAA,2013J,Pass,157.0,72.0,40.0,0,0,1,1,Medium Risk
1889577,AAA,2013J,Pass,97.0,72.0,20.0,0,0,0,0,Low Risk
1894188,AAA,2013J,Pass,154.0,70.0,0.0,0,0,0,0,Low Risk
1938355,AAA,2013J,Pass,175.0,82.0,0.0,0,0,0,0,Low Risk
1942396,AAA,2013J,Pass,54.0,50.0,40.0,1,1,1,3,Critical Risk
1970390,AAA,2013J,Withdrawn,1070.0,80.0,100.0,0,0,1,1,Medium Risk
1976139,AAA,2013J,Pass,139.0,75.5,0.0,0,0,0,0,Low Risk
2011876,AAA,2013J,Pass,170.0,77.0,0.0,0,0,0,0,Low Risk
2012966,AAA,2013J,Pass,21.0,78.0,0.0,1,0,0,1,Medium Risk
2051699,AAA,2013J,Pass,216.0,67.0,40.0,0,0,1,1,Medium Risk
2062879,AAA,2013J,Fail,259.0,65.0,0.0,0,0,0,0,Low Risk
2065691,AAA,2013J,Withdrawn,104.0,37.0,33.3,0,1,1,2,High Risk
2073016,AAA,2013J,Withdrawn,56.0,60.0,66.7,1,0,1,2,High Risk
2080474,AAA,2013J,Pass,135.0,64.0,20.0,0,0,0,0,Low Risk
2083877,AAA,2013J,Pass,86.0,68.0,40.0,0,0,1,1,Medium Risk
2084066,AAA,2013J,Fail,155.0,61.0,100.0,0,0,1,1,Medium Risk
2104505,AAA,2013J,Pass,76.0,65.0,0.0,0,0,0,0,Low Risk
2122180,AAA,2013J,Distinction,539.0,82.0,60.0,0,0,1,1,Medium Risk
2139353,AAA,2013J,Withdrawn,127.0,65.0,100.0,0,0,1,1,Medium Risk
2143752,AAA,2013J,Pass,112.0,52.0,0.0,0,1,0,1,Medium Risk
2146792,AAA,2013J,Pass,205.0,68.0,0.0,0,0,0,0,Low Risk
2149225,AAA,2013J,Withdrawn,37.0,,,1,1,1,3,Critical Risk
2153153,AAA,2013J,Pass,340.0,61.0,0.0,0,0,0,0,Low Risk
2155014,AAA,2013J,Pass,165.0,76.0,60.0,0,0,1,1,Medium Risk
2164705,AAA,2013J,Fail,21.0,70.0,0.0,1,0,0,1,Medium Risk
2171627,AAA,2013J,Pass,141.0,70.0,20.0,0,0,0,0,Low Risk
2182846,AAA,2013J,Pass,434.0,65.0,0.0,0,0,0,0,Low Risk
2194100,AAA,2013J,Pass,181.0,65.0,0.0,0,0,0,0,Low Risk
2197016,AAA,2013J,Pass,132.0,76.0,0.0,0,0,0,0,Low Risk
2208424,AAA,2013J,Pass,117.0,73.0,0.0,0,0,0,0,Low Risk
2229865,AAA,2013J,Pass,253.0,76.0,0.0,0,0,0,0,Low Risk
2255601,AAA,2013J,Withdrawn,211.0,54.5,50.0,0,1,1,2,High Risk
2268379,AAA,2013J,Pass,154.0,83.0,40.0,0,0,1,1,Medium Risk
2278464,AAA,2013J,Pass,16.0,54.0,40.0,1,1,1,3,Critical Risk
2293923,AAA,2013J,Pass,29.0,59.0,40.0,1,0,1,2,High Risk
2312620,AAA,2013J,Withdrawn,113.0,34.0,66.7,0,1,1,2,High Risk
2318055,AAA,2013J,Withdrawn,0.0,,,1,1,1,3,Critical Risk
2324976,AAA,2013J,Withdrawn,0.0,,,1,1,1,3,Critical Risk
2329342,AAA,2013J,Pass,69.0,56.0,40.0,1,0,1,2,High Risk
2339528,AAA,2013J,Distinction,60.0,81.0,40.0,1,0,1,2,High Risk
2342426,AAA,2013J,Fail,155.0,71.0,40.0,0,0,1,1,Medium Risk
2344901,AAA,2013J,Fail,64.0,52.0,25.0,1,1,0,2,High Risk
2358056,AAA,2013J,Fail,128.0,68.0,20.0,0,0,0,0,Low Risk
2358969,AAA,2013J,Withdrawn,37.0,68.0,0.0,1,0,0,1,Medium Risk
2364471,AAA,2013J,Pass,671.0,85.0,100.0,0,0,1,1,Medium Risk
2365101,AAA,2013J,Withdrawn,0.0,,,1,1,1,3,Critical Risk
2367155,AAA,2013J,Pass,170.0,80.0,20.0,0,0,0,0,Low Risk
2369266,AAA,2013J,Pass,220.0,50.0,40.0,0,1,1,2,High Risk
2376496,AAA,2013J,Pass,73.0,72.0,0.0,1,0,0,1,Medium Risk
2391984,AAA,2013J,Withdrawn,84.0,74.5,100.0,0,0,1,1,Medium Risk
2411661,AAA,2013J,Fail,34.0,42.0,40.0,1,1,1,3,Critical Risk
2411778,AAA,2013J,Withdrawn,127.0,80.0,0.0,0,0,0,0,Low Risk
2412002,AAA,2013J,Distinction,366.0,86.0,80.0,0,0,1,1,Medium Risk
2412967,AAA,2013J,Pass,288.0,79.0,20.0,0,0,0,0,Low Risk
2429854,AAA,2013J,Withdrawn,82.0,51.0,100.0,0,1,1,2,High Risk
2437837,AAA,2013J,Pass,308.0,72.0,0.0,0,0,0,0,Low Risk
2449878,AAA,2013J,Pass,72.0,60.0,80.0,1,0,1,2,High Risk
2456480,AAA,2013J,Fail,15.0,34.0,66.7,1,1,1,3,Critical Risk
2457256,AAA,2013J,Pass,145.0,65.0,60.0,0,0,1,1,Medium Risk
2458355,AAA,2013J,Pass,373.0,92.0,0.0,0,0,0,0,Low Risk
2460080,AAA,2013J,Pass,287.0,78.0,40.0,0,0,1,1,Medium Risk
2461190,AAA,2013J,Fail,71.0,56.0,50.0,1,0,1,2,High Risk
2469673,AAA,2013J,Fail,65.0,48.0,25.0,1,1,0,2,High Risk
2470694,AAA,2013J,Withdrawn,210.0,67.0,100.0,0,0,1,1,Medium Risk
2479954,AAA,2013J,Pass,39.0,78.0,40.0,1,0,1,2,High Risk
2481901,AAA,2013J,Pass,194.0,72.0,0.0,0,0,0,0,Low Risk
2482700,AAA,2013J,Pass,180.0,52.0,20.0,0,1,0,1,Medium Risk
2486127,AAA,2013J,Pass,162.0,76.0,20.0,0,0,0,0,Low Risk
2498700,AAA,2013J,Pass,221.0,77.0,60.0,0,0,1,1,Medium Risk
